H	2	1024	"2024-09-19 15:10:45"	600	6.27
0	0
1	31
2	30
3	22
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	2
13	7
14	31
15	146
16	365
17	554
18	830
19	1259
20	1965
21	3043
22	4128
23	4488
24	4955
25	4790
26	4979
27	5114
28	5225
29	5154
30	5378
31	5389
32	5558
33	5600
34	5766
35	5838
36	5906
37	5648
38	4983
39	4594
40	6304
41	9667
42	9682
43	7527
44	5883
45	5331
46	5773
47	6158
48	6491
49	6799
50	6968
51	7069
52	7081
53	7070
54	6997
55	6842
56	6936
57	6762
58	6902
59	6777
60	6765
61	6644
62	6548
63	6463
64	6514
65	6636
66	6568
67	6558
68	6622
69	6535
70	6793
71	6732
72	7001
73	7031
74	7170
75	7179
76	7478
77	7870
78	7863
79	8233
80	8578
81	8689
82	9059
83	9181
84	9310
85	9284
86	9363
87	9106
88	9022
89	9006
90	8912
91	8362
92	8223
93	8060
94	7887
95	7455
96	7306
97	6901
98	6523
99	6497
100	6591
101	6593
102	7037
103	7095
104	7470
105	7383
106	7493
107	7075
108	7079
109	6692
110	6531
111	6314
112	6332
113	6206
114	6243
115	6309
116	6190
117	6067
118	6193
119	6121
120	6039
121	5998
122	5953
123	5911
124	6027
125	5717
126	5769
127	5791
128	5773
129	5684
130	5728
131	5633
132	5778
133	5590
134	5651
135	5391
136	5412
137	5563
138	5462
139	5422
140	5496
141	5241
142	5486
143	5389
144	5425
145	5361
146	5336
147	5354
148	5426
149	5161
150	5333
151	5298
152	5334
153	5169
154	5377
155	5205
156	5182
157	5160
158	5283
159	5148
160	5219
161	5302
162	5102
163	5150
164	5180
165	5044
166	5223
167	5165
168	5297
169	5026
170	5200
171	5118
172	5187
173	5048
174	5039
175	5028
176	5052
177	5037
178	5039
179	4973
180	5198
181	5009
182	5091
183	4965
184	5051
185	4967
186	5036
187	5006
188	5078
189	5097
190	5003
191	5108
192	5046
193	5019
194	5032
195	5008
196	5093
197	4998
198	5003
199	4943
200	5178
201	5098
202	5172
203	5035
204	5067
205	5063
206	5054
207	4980
208	5084
209	4971
210	5110
211	5204
212	5092
213	5096
214	5203
215	5150
216	5249
217	5233
218	5284
219	5190
220	5441
221	5288
222	5181
223	5265
224	5303
225	5361
226	5402
227	5269
228	5557
229	5416
230	5515
231	5515
232	5549
233	5580
234	5587
235	5635
236	5492
237	5434
238	5541
239	5647
240	5661
241	5414
242	5470
243	5366
244	5503
245	5322
246	5434
247	5507
248	5470
