H	2	1024	"2024-10-14 14:35:56"	300	7.24
0	0
1	17
2	19
3	17
4	0
5	0
6	0
7	0
8	0
9	1
10	1
11	3
12	2
13	7
14	16
15	64
16	143
17	208
18	372
19	513
20	734
21	1203
22	1555
23	1631
24	1865
25	1761
26	1792
27	1836
28	1848
29	1791
30	1850
31	1919
32	1892
33	1850
34	1931
35	1808
36	1956
37	1832
38	1599
39	1656
40	2765
41	3451
42	3053
43	2405
44	2014
45	1900
46	2114
47	2306
48	2402
49	2438
50	2354
51	2421
52	2481
53	2439
54	2437
55	2481
56	2372
57	2420
58	2323
59	2365
60	2396
61	2346
62	2278
63	2306
64	2408
65	2325
66	2352
67	2294
68	2436
69	2351
70	2487
71	2512
72	2451
73	2480
74	2417
75	2568
76	2522
77	2515
78	2628
79	2488
80	2566
81	2566
82	2513
83	2485
84	2608
85	2541
86	2592
87	2558
88	2538
89	2555
90	2497
91	2500
92	2592
93	2543
94	2649
95	2531
96	2590
97	2564
98	2589
99	2577
100	2685
101	2784
102	2900
103	3065
104	3359
105	3546
106	3664
107	3637
108	3750
109	3578
110	3636
111	3396
112	3436
113	3374
114	3413
115	3435
116	3224
117	3256
118	3191
119	3086
120	3121
121	2984
122	2927
123	2930
124	2897
125	2842
126	2892
127	2795
128	2729
129	2668
130	2647
131	2650
132	2568
133	2596
134	2639
135	2548
136	2575
137	2497
138	2625
139	2362
140	2553
141	2513
142	2435
143	2379
144	2447
145	2360
146	2471
147	2439
148	2373
149	2356
150	2429
151	2227
152	2310
153	2234
154	2262
155	2236
156	2271
157	2310
158	2275
159	2145
160	2220
161	2212
162	2129
163	2180
164	2178
165	2229
166	2215
167	2101
168	2122
169	2177
170	2182
171	2170
172	2121
173	2066
174	2090
175	2011
176	2078
177	2076
178	2093
179	2074
180	2070
181	2004
182	2010
183	2060
184	2052
185	2004
186	2058
187	1979
188	2067
189	2007
190	2075
191	1971
192	1993
193	2004
194	1964
195	1933
196	2039
197	1979
198	1966
199	1904
200	1984
201	1978
