H	2	1024	"2024-09-19 15:24:05"	600	6.60
0	0
1	31
2	42
3	29
5	0
5	0
7	0
7	0
8	0
9	1
10	5
11	8
12	28
13	42
14	569
15	2454
16	4471
17	6391
18	8509
19	11402
20	14096
21	15809
22	15982
23	15639
24	15019
25	13921
26	13655
27	13127
28	13450
29	13284
30	13490
31	13721
32	14019
33	14085
34	14172
35	14263
36	14247
37	13758
38	12261
39	11081
40	13838
41	20956
42	23161
43	18352
44	14239
45	12789
46	12993
47	14037
48	15211
49	15545
50	15939
51	15938
52	16396
53	16314
54	16428
55	16125
56	16280
57	15849
58	16171
59	15677
60	16057
61	15645
62	15840
63	15725
64	16153
65	16254
66	16858
67	17188
68	17756
69	18408
70	19014
71	19840
72	20688
73	20663
74	21168
75	20922
76	21405
77	20547
78	20354
79	20194
80	19908
81	19452
82	18918
83	18357
84	18304
85	17772
86	17445
87	16808
88	16857
89	16551
90	16321
91	15935
92	15765
93	15266
94	14835
95	14755
96	14426
97	13656
98	13335
99	13213
100	13455
101	13690
102	14575
103	14777
104	15309
105	15311
106	15176
107	14726
108	14244
109	13924
110	13693
111	13432
112	13447
113	13351
114	13240
115	13015
116	13240
117	13050
118	13167
119	12928
120	13050
121	12859
122	12913
123	12758
124	12734
125	12766
126	12605
127	12761
128	12741
129	12382
130	12595
131	12339
132	12617
133	12544
134	12741
135	12566
136	12522
137	12548
138	12610
139	12557
140	12637
141	12429
142	12515
143	12544
144	12753
145	12783
146	12728
147	12658
148	12849
149	12989
150	12987
151	13059
152	13175
153	12947
154	12971
155	13087
156	12999
157	13028
158	13055
159	12918
160	12697
161	12320
162	12016
163	11668
164	11418
165	10871
166	10410
167	9812
168	9226
169	8771
170	8106
171	7766
172	7343
173	6910
174	6609
175	6180
176	5944
177	5653
178	5624
179	5457
180	5185
181	5193
182	4906
183	4869
184	4811
185	4648
186	4694
187	4647
188	4571
189	4506
190	4496
191	4419
192	4516
193	4493
194	4541
195	4552
196	4513
197	4717
198	4699
199	4861
200	4968
201	4898
202	5276
203	5443
204	5716
205	5933
206	5983
207	6359
208	6851
209	7020
210	7814
211	8339
212	9294
213	9914
214	11363
215	12629
216	14485
217	16261
218	18444
219	20907
220	24081
221	27366
222	31317
223	34691
224	40031
225	44081
226	48426
227	52401
228	57716
229	60259
230	64351
231	65714
232	68180
233	68875
234	68472
235	66234
236	64740
237	60985
238	57084
239	52093
240	48016
241	42448
242	37200
243	32160
244	27408
245	23107
246	19473
247	15983
