H	2	1024	"2024-09-19 16:31:14"	300	6.06
0	0
1	12
2	7
3	7
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	2
13	2
14	11
15	80
16	173
17	303
18	416
19	657
20	1052
21	1582
22	2089
23	2472
24	2634
25	2564
26	2677
27	2747
28	2726
29	2785
30	2882
31	2917
32	3040
33	3001
34	2976
35	2967
36	3126
37	3082
38	2768
39	2535
40	3085
41	4738
42	5421
43	4194
44	3314
45	2919
46	2968
47	3093
48	3489
49	3699
50	3726
51	3606
52	3669
53	3699
54	3720
55	3602
56	3620
57	3695
58	3598
59	3563
60	3535
61	3414
62	3413
63	3381
64	3455
65	3501
66	3503
67	3535
68	3596
69	3533
70	3727
71	3693
72	3763
73	3766
74	4068
75	4128
76	4459
77	4412
78	4760
79	4790
80	4993
81	4834
82	4989
83	4730
84	4771
85	4727
86	4573
87	4398
88	4360
89	4208
90	4165
91	4018
92	3934
93	3850
94	3835
95	3653
96	3572
97	3388
98	3279
99	3100
100	3250
101	3282
102	3529
103	3645
104	3787
105	3675
106	3869
107	3739
108	3586
109	3343
110	3273
111	3313
112	3296
113	3161
114	3176
115	3032
116	3129
117	3039
118	3129
119	3012
120	3115
121	3154
122	3071
123	2910
124	2894
125	3005
126	2873
127	3006
128	2935
129	2877
130	2884
131	2844
132	2851
133	2819
134	2824
135	2777
136	2785
137	2811
138	2710
139	2824
140	2797
141	2816
142	2779
143	2748
144	2785
145	2708
146	2678
147	2816
148	2812
149	2777
150	2722
151	2721
152	2847
153	2734
154	2783
155	2718
156	2772
157	2656
158	2748
159	2776
160	2715
161	2596
162	2753
163	2669
164	2701
165	2724
166	2666
167	2678
168	2721
169	2703
170	2731
171	2702
172	2692
173	2625
174	2708
175	2676
176	2714
177	2662
178	2672
179	2590
180	2753
181	2576
182	2723
183	2698
184	2711
185	2666
186	2647
187	2663
188	2688
189	2661
190	2710
191	2726
192	2574
193	2691
194	2658
195	2717
196	2707
197	2619
198	2722
199	2627
200	2690
201	2711
202	2629
203	2745
204	2732
205	2660
206	2717
207	2798
208	2806
209	2676
210	2723
211	2763
212	2802
213	2795
214	2813
215	2750
216	2898
217	2811
218	2913
219	2889
220	2917
221	2874
222	2984
223	2832
224	2943
225	2807
226	2863
227	2919
228	2836
229	2808
230	2838
231	2749
232	2891
233	2795
234	2909
235	2849
236	2806
237	2814
238	2905
239	2800
240	2825
241	2801
242	2804
243	2857
244	2797
245	2887
246	2846
247	2842
248	2961
249	2924
250	2945
251	2928
252	3007
253	2880
254	2993
255	2790
256	3014
257	3017
258	2961
259	2901
260	3007
261	2994
262	2992
263	2936
264	2978
265	3046
266	3047
267	3032
268	3064
269	3197
270	3230
271	3180
272	3078
273	3090
274	3215
275	3136
276	3221
277	3166
278	3150
279	3184
280	3160
281	3174
282	3197
283	3206
284	3392
285	3302
286	3231
287	3211
288	3358
289	3314
290	3373
291	3259
292	3385
293	3223
294	3301
295	3191
296	3337
297	3317
298	3357
299	3222
300	3365
301	3234
302	3223
303	3271
304	3296
305	3158
306	3046
307	3071
308	3102
309	2980
310	3141
311	2927
312	2789
313	2875
314	2813
315	2777
316	2733
317	2628
318	2509
319	2565
320	2552
321	2571
322	2523
323	2354
324	2521
325	2512
326	2398
327	2347
328	2298
329	2328
330	2348
331	2300
332	2288
333	2312
334	2251
335	2275
336	2192
337	2242
338	2291
339	2265
340	2285
341	2329
342	2259
343	2245
344	2348
345	2206
346	2285
347	2263
348	2249
349	2194
350	2240
351	2265
352	2290
353	2170
354	2304
